comp,job,location,range,req_location,salary
Apple,Apple Maps Data Scientist,"Santa Clara Valley, CA",C,CA,
Metromile,Data Scientist,"San Francisco, CA",C,CA,
Juniper Networks,Intern: Data Scientist,California,C,CA,
Electronic Arts,Research Data Scientist,"Redwood City, CA 94065",C,CA,
Facebook,"Data Scientist, Analytics (Personalized Video)","Menlo Park, CA",C,CA,
Verizon,Machine Learning,"San Jose, CA 95131 (North Valley area)",C,CA,
Google,"Research Scientist, Machine Learning and Intelligence","Mountain View, CA",C,CA,
iRhythm,Data Scientist/Machine Learning Engineer,"San Francisco, CA",C,CA,
"Move, Inc.",Data Scientist,"Santa Clara, CA",C,CA,
Workday,Data Scientist,"San Francisco, CA 94105 (Financial District area)",C,CA,
"Cylance, Inc.",Data Scientist,"Irvine, CA 92618",C,CA,
Upstart,Growth Data Scientist,"San Carlos, CA",C,CA,
OnboardIQ,Algorithm and Data Scientist (Machine Learning),"San Francisco, CA",C,CA,
Umpqua Bank,Pivotus Ventures - Data Scientist - Palo Alto,"Palo Alto, CA",C,CA,130000.0
CrowdStrike,Sr. Data Scientist,"Los Angeles, CA",C,CA,
Electronic Arts,Data Scientist (University Grad),"Redwood City, CA 94065",C,CA,
"Cisco Systems, Inc.",Data Scientist - Technology and Quality,"San Jose, CA",C,CA,
Komodo Health,Data Scientist,"San Francisco, CA",C,CA,
Quantifind,Senior Data Scientist,"Menlo Park, CA",C,CA,
"Ruckus Wireless, Inc",Principal Data Scientist,"Sunnyvale, CA",C,CA,
Capital One,Machine Learning Data Engineer,"San Francisco, CA",C,CA,
HP Inc,Marketing Measurement Data Scientist,"San Diego, CA",C,CA,
GE Healthcare,Senior Data Scientist,"San Ramon, CA",C,CA,
Tesla Motors,"Software Engineer, Web Tooling and Data Analysis","Palo Alto, CA",C,CA,
Google,"Quantitative Analyst, Operations Decision Support","Mountain View, CA",C,CA,
Apple,Siri Reliability Data Engineer,"Santa Clara Valley, CA",C,CA,
FICO,Cyber Analytic Scientist,"San Diego, CA",C,CA,
"Grammarly, Inc.",Data Scientist,"San Francisco, CA",C,CA,
Coupang,Principal Data Scientist (Fraud Protection),"Palo Alto, CA",C,CA,
Huawei,Data Scientist,"Santa Clara, CA",C,CA,
NVIDIA,Machine Learning Data Scientist,"Santa Clara, CA",C,CA,
Baidu USA,Research Scientist – Big Data Lab,"Sunnyvale, CA 94089",C,CA,
Galvanize,"gU Faculty, Principal Data Scientist","San Francisco, CA",C,CA,
Uber,Data Science - Forecasting Platform,"San Francisco, CA 94105 (Financial District area)",C,CA,
Siemens,Research Scientist - Machine Intelligence,"Berkeley, CA",C,CA,
Samsung Electronics America,Sr. Data Scientist - Strategic Analytics,"Mountain View, CA",C,CA,
Walmart eCommerce,Data Scientist,"San Bruno, CA 94066",C,CA,
Netflix,Senior Data Scientist - Real Time Analytics,"Los Gatos, CA",C,CA,
Kari Technologies International - KTI,Senior Engineer – Artificial Intelligence/Machine Learning,"Irvine, CA",C,CA,
Techshed,Data Scientist,"Foster City, CA",C,CA,
Square,"Senior Data Scientist, Risk","San Francisco, CA 94103 (South Of Market area)",C,CA,
Walmart eCommerce,"Sr Mgr. II Site Analytics, Site Conversion Optimization (DSO)","San Bruno, CA 94066",C,CA,
Google,"Software Engineer, Machine Learning","Mountain View, CA",C,CA,
Talent Merchants,Data Scientist,"Santa Monica, CA",C,CA,
Propeller Health,Senior Data Scientist,"San Francisco, CA",C,CA,
Fanatics Inc.,"MTS 2, Data Scientist","San Mateo, CA",C,CA,
Nauto,Machine Learning Engineer,"Palo Alto, CA",C,CA,
Doximity,Data Scientist - Growth (remote OK),"San Francisco, CA 94107 (South Of Market area)",C,CA,
"Fullpower Technologies, Inc.",Applied Mathematician/Data Scientist,"Santa Cruz, CA 95060",C,CA,
Sequenom,Data Scientist,"San Diego, CA 92121",C,CA,
Metromile,Director of Data Science,"San Francisco, CA",C,CA,
Chegg,Senior Data Scientist,"Santa Clara, CA 95054",C,CA,
Warner Bros. Entertainment Group,Senior Data Visualization Engineer,"Burbank, CA",C,CA,
TrialPay,Senior Data Scientist,"Mountain View, CA",C,CA,
Airbnb,Data Engineer,"San Francisco, CA",C,CA,
Apple,Sr. Data Scientist - Applied Machine Learning,"Santa Clara Valley, CA",C,CA,
Impact Health,Data Engineer,"Playa del Rey, CA 90293",C,CA,
Notable Labs,Data Engineer,"San Francisco, CA",C,CA,
Coupang,Data Engineer,"Palo Alto, CA",C,CA,
FICO,Lead Analytic Scientist (Big Data),"San Diego, CA",C,CA,
ZestFinance,Sr. Assoc Machine Learning Modeler / Data Scientist,"San Francisco, CA",C,CA,
UserTesting,Data Engineer,"Mountain View, CA",C,CA,
Facebook,"Applied Research Scientist, Core Machine Learning","Menlo Park, CA",C,CA,
San Diego Pharmaceuticals,"Principal Scientist, Analytical Development","San Diego, CA",C,CA,
"Cylance, Inc.",Security Data Scientist,"Irvine, CA 92618",C,CA,
Qeexo,"Machine Learning Engineer, Implementation","Mountain View, CA 94043",C,CA,
Zynga,"Data Scientist, Central Product Management","San Francisco, CA",C,CA,
Walmart eCommerce,Senior Data Scientist,"Sunnyvale, CA",C,CA,
Graphiq,Data Scientist (Growth and Analytics),"Santa Barbara, CA",C,CA,
"Illumina, Inc.",Deep Learning Engineer,"Santa Clara, CA",C,CA,
Apple,Software Engineer - Siri Machine Learning Platform,"Santa Clara Valley, CA",C,CA,
Graphiq,Data Scientist (Data team),"Santa Barbara, CA",C,CA,
Bosch,Research Scientist - Machine Learning,"Palo Alto, CA",C,CA,
Vencore,ABI/OBP Data Scientist,"San Diego, CA",C,CA,
ron@technogeninc.com,Data Analytics / Scientist,"San Diego, CA",C,CA,
LeanTaas,Senior Data Scientist,"Santa Clara, CA",C,CA,
SanDisk,Staff Data Scientist Job,"Milpitas, CA",C,CA,
Element Analytics,Data Scientist,"San Francisco, CA",C,CA,
Ascent Services Group,Data Scientist I,"South San Francisco, CA 94080",C,CA,
C3 IoT,Machine Learning Engineer,"Redwood City, CA",C,CA,
Clover Health,Data Scientist (Product),"San Francisco, CA",C,CA,
FICO,Analytic Science - Lead Scientist,"San Diego, CA",C,CA,
FICO,Analytic Scientist (Cyber Security),"San Diego, CA",C,CA,
"Tile, Inc.",Product Data Scientist,"San Mateo, CA",C,CA,
Osaro,Machine Learning Software Engineer,"San Francisco, CA",C,CA,
"PARC, a Xerox company",Research Scientist,"Palo Alto, CA",C,CA,
Second Genome,Genomic Data Scientist,"South San Francisco, CA 94080",C,CA,
Verve,Data Scientist,"San Diego, CA",C,CA,
SAIC Innovation Center,Machine Learning Research Engineer (HMI),"San Jose, CA",C,CA,
Demandbase,Senior Data Scientist,"San Francisco, CA",C,CA,
Rabobank,Quantitative Risk Analyst- Model Documentation,"Roseville, CA",C,CA,
Sojern,Data Scientist Engineering - All Levels,"San Francisco, CA",C,CA,
OTSAW Digital,Robotics: Machine Learning Engineer,"San Francisco, CA",C,CA,
MeetMe,Data Pipeline Engineer,"San Francisco, CA",C,CA,
House Canary,Software Engineer - Data Engineering,"San Francisco, CA",C,CA,
Redbubble,Sr. Operations Analyst,"San Francisco, CA",C,CA,
GE Digital Predix,Principle Data Scientist,"San Ramon, CA",C,CA,
HealthTap,Data Scientist,"Palo Alto, CA",C,CA,
Opendoor,Data Engineer,"San Francisco, CA",C,CA,
FireEye,"Senior Manager, Data Science","San Francisco, CA 94105 (Financial District area)",C,CA,
Proofpoint,Data Scientist,"Sunnyvale, CA 94089",C,CA,
Chegg,Director of Consumer Analytics,"Santa Clara, CA 95054",C,CA,
analyticsMD,Senior Data Scientist,"Mountain View, CA",C,CA,
TaskRabbit,Data Scientist,"San Francisco, CA",C,CA,
Samsung Electronics America,Senior Data Scientist– e-Commerce,"Mountain View, CA",C,CA,
Ygrene Energy Fund,"Director, Data Scientist","Santa Rosa, CA 95404",C,CA,
Huawei,"Principal Engineer, Machine Learning & Artificial Intelligence","Santa Clara, CA",C,CA,
Nominum,Staff Data Scientist,"Redwood City, CA 94063",C,CA,
"Hitachi America, Ltd.","Research Scientist, Big Data Lab","Santa Clara, CA 95054",C,CA,
Apartment List,"Senior Data Analyst, Product Engagement","San Francisco, CA",C,CA,
Amazon Corporate LLC,Research Scientist,"Palo Alto, CA",C,CA,
Robert Walters,Data Scientist,"San Jose, CA",C,CA,
Camino Financial,Data Scientist position at a vc-funded financial services company,"Los Angeles, CA",C,CA,
Rally Health,Business Intelligence ETL Developer,"San Francisco, CA",C,CA,
Affirm,Data Scientist,"San Francisco, CA 94126 (Financial District area)",C,CA,
eBay,Sr. Data Scientist,"San Francisco, CA",C,CA,
Samsung Research America,Machine Learning/Deep Learning Research Engineer,"Mountain View, CA 94043",C,CA,
Expa,Data Scientist,"San Francisco, CA 94107 (South Of Market area)",C,CA,
Visa,Research Scientist - Security,"Foster City, CA",C,CA,
NVIDIA,Research Scientist for Computer Vision / Machine Learning,"Santa Clara, CA",C,CA,
NVIDIA,Data Scientist for Engineering,"Santa Clara, CA",C,CA,
Space-Time Insight,Sr. Data Scientist,"San Mateo, CA",C,CA,
Paragon systems,Data Scientist,"Sunnyvale, CA",C,CA,
NVIDIA,Professional Services Data Scientist Consultant,"Santa Clara, CA",C,CA,
Thumbtack,Data Scientist,"San Francisco, CA",C,CA,
"Global Blood Therapeutics, Inc. (GBT)",Senior Scientist - Biochemistry,"South San Francisco, CA 94080",C,CA,
Uber,Data Scientist - Business Platforms,"San Francisco, CA 94105 (Financial District area)",C,CA,
Amazon Corporate LLC,Applied Scientist,"Palo Alto, CA",C,CA,
Intel,Machine – Deep Learning Cloud Solutions Engineering Intern,"Santa Clara, CA 95052",C,CA,
All-In Analytics,Operations Data Scientist,"Modesto, CA",C,CA,114500.0
Fitbit,"Director, Data Scientist","San Francisco, CA 94105 (Financial District area)",C,CA,
CDM Technology,Java/Python Software Engineer,"Carlsbad, CA",C,CA,115680.0
Zebra Technologies,Data Science Manager,"San Jose, CA 95134 (North San Jose area)",C,CA,
Grit Matters,"Machine Learning Engineer - Python, C, C++, Scala, Fortran, or Java","San Francisco, CA",C,CA,
Intuit,Associate Data Scientist,"San Diego, CA 92129",C,CA,
NantWorks,Senior Formulation Scientist,"Irvine, CA",C,CA,
TERADEEP INC.,STAFF DATA SCIENTIST / DEEP LEARNING,"Campbell, CA",C,CA,140000.0
Adobe,Sr. Computer Scientist – Machine Learning Applications,"San Jose, CA",C,CA,
Theranos,"Scientist, Bioinformatics","Palo Alto, CA",C,CA,
drawbridge,"Lead Data Scientist, Ad Team","San Mateo, CA 94403 (Sugerloaf area)",C,CA,
Instacart,Data Scientist,"San Francisco, CA",C,CA,
netPolarity,Data Scientist,"San Francisco, CA",C,CA,
Samba TV,Data Scientist,"San Francisco, CA",C,CA,
Rockstar San Diego,Security Data Scientist,"Carlsbad, CA",C,CA,
"PARC, a Xerox company",Member of Research Staff - Machine Learning,"Palo Alto, CA",C,CA,
The Boston Consulting Group,"Data Scientist, Operations","Los Angeles, CA",C,CA,
Red Bull,"Senior Data Scientist, Data Services","Santa Monica, CA 90404",C,CA,
Netflix,Senior Analytics Engineer - Playback Data,"Los Gatos, CA",C,CA,
Coursera,"Data Scientist, Discovery","Mountain View, CA 94041",C,CA,
Google,"Software Engineer (Machine Learning), Industry Solutions","Mountain View, CA",C,CA,
Symantec,Principal Data Scientist,"Mountain View, CA",C,CA,
drawbridge,"Data Scientist, Ad Team","San Mateo, CA 94403 (Sugerloaf area)",C,CA,
Logitech,S&OP Data Scientist,"Newark, CA 94560",C,CA,
Walmart eCommerce,Principal Data Scientist,"Sunnyvale, CA",C,CA,
"Omnivision Technologies, Inc",Sr. Machine Learning Scientist,"Santa Clara, CA 95054",C,CA,
LendUp,Principal Data Scientist,"San Francisco, CA",C,CA,
Boehringer Ingelheim,"Principal Scientist, Protein Science","Fremont, CA",C,CA,
"DeVine Consulting, Inc.",Atmospheric Scientist,"Monterey, CA",C,CA,
Keysight Technologies,Mixed-Signal/Digital IC Researcher,"Santa Clara, CA",C,CA,
Farmers Business Network,Data Scientist,"San Carlos, CA",C,CA,
Google,"Camera Systems Optical Engineer, Self-Driving Car, X","Mountain View, CA",C,CA,
Chartboost,Data Scientist,"San Francisco, CA",C,CA,
RadQuant,Computational Imaging / Data Scientist,"San Diego, CA",C,CA,
Zymergen,Senior Data Scientist,"Emeryville, CA 94608",C,CA,
Jawbone,Data Warehouse Engineer,"San Francisco, CA",C,CA,
Jawbone,Data Scientist,"San Francisco, CA",C,CA,
Samsung Electronics America,Big Data Architect,"Mountain View, CA",C,CA,
Samsung,Big Data Architect,"Mountain View, CA",C,CA,
Cutler Engineering & Technology Services,Senior Analyst/ Senior Engineer/ Senior Scientist,"San Diego, CA",C,CA,110000.0
"Illumina, Inc.",Bioinformatics Scientist/Systems Analyst,"San Diego, CA",C,CA,
Andiamo! Group,Data Scientist,"San Mateo, CA",C,CA,
TiVo,Senior Data Engineer,"San Jose, CA 95131 (North Valley area)",C,CA,
Google,"Software Engineer, Computer Vision (Tango)","Mountain View, CA",C,CA,
Raytheon,Earth Scientist / Software Engineer,"Pasadena, CA 91107",C,CA,
Allergan,"Principal Scientist, Analytical Testing & Stability","Irvine, CA 92612",C,CA,
Workbridge Associates,Principle Data Scientist,"San Jose, CA 95113 (Downtown area)",C,CA,150000.0
Intuit,Senior Data Scientist,"Mountain View, CA 94039",C,CA,
Lawrence Livermore National Laboratory,Software Developers,"Livermore, CA 94550",C,CA,
Workbridge Associates,Principal Data Scientist (Recommendation),"San Francisco, CA",C,CA,140000.0
Westfield Corporation,Director of Analytics - Decision Science,"San Francisco, CA 94103 (South Of Market area)",C,CA,
Uber,Data Science Manager- Intelligent Spend,"San Francisco, CA 94103 (South Of Market area)",C,CA,
Navdy,Senior Data Analyst,"San Francisco, CA",C,CA,
"Cisco Systems, Inc.",Software Engineer- Big Data,"San Jose, CA",C,CA,
Sojern,Data Engineer - All Levels,"San Francisco, CA",C,CA,
Sojern,Data Engineer Reporting - All Levels,"San Francisco, CA",C,CA,
ID Analytics,Senior Principal Data Scientist,"San Diego, CA 92128",C,CA,
Treselle Software,Data Scientist,"Campbell, CA",C,CA,
Bluestem,Data Engineer,"El Segundo, CA 90245",C,CA,
eHarmony,"Director, Data Science","Los Angeles, CA 90024",C,CA,
Vaco,Senior Data Scientist (Oracle) - Immediate Contract,"Novato, CA",C,CA,
Metromile,Senior Data Engineer,"San Francisco, CA",C,CA,
Turn,"Scientist, Applied Science","Redwood City, CA 94063",C,CA,
Osaro,Backend Developer/Ops,"San Francisco, CA",C,CA,
Riot Games,Insights Manager,"Los Angeles, CA",C,CA,
Koh Young Technology,Computer Vision / Machine Learning R&D Engineer,"San Diego, CA",C,CA,
"PARC, a Xerox company","Prognostics, Systems Health Management and Predictive Analytics","Palo Alto, CA",C,CA,
Lawrence Livermore National Laboratory,Computer Scientist (IOAP),"Livermore, CA 94550",C,CA,
Cheetah Ad Platform,Machine Learning - Deep Learning Software Engineer,"Palo Alto, CA",C,CA,
EducationSuperHighway,Data Analysis Manager,"San Francisco, CA",C,CA,
Uber,Data Science - Internship/Co-op,"San Francisco, CA 94103 (South Of Market area)",C,CA,
Exelixis Inc.,Temporary Research Scientist II (Formulations),"South San Francisco, CA 94080",C,CA,
NVIDIA,Solutions Architect,California,C,CA,
Uber,Head of Data Science - Rider,"San Francisco, CA 94103 (South Of Market area)",C,CA,
Rady Children's Hospital - Main Campus,Clinical Bioinformaticist,"San Diego, CA",C,CA,
MONSANTO,Data Scientist,"Woodland, CA",C,CA,
Lawrence Livermore National Laboratory,Computer Scientist - GS-CAD,"Livermore, CA 94550",C,CA,
TuSimple LLC,Infrastructure Engineer (Full-time/Internship),"San Diego, CA",C,CA,
Accenture,Data Science Specialist,"San Diego, CA",C,CA,
A9.com,Data Science Engineer - Performance Advertising,"Palo Alto, CA",C,CA,
Audentes Therapeutics,Senior Formulation Scientist,"South San Francisco, CA 94080",C,CA,
"Intermedia Group, Inc.",Quantitative Analyst - model validation - Consultant,"Orange, CA",C,CA,102700.0
Google,"Software Engineer Manager, People Analytics","Mountain View, CA",C,CA,
MarketShare,Data Scientist,"Los Angeles, CA",C,CA,
Baidu USA,Software Engineer - Big Data Lab,"Sunnyvale, CA 94089",C,CA,
Omada Health,"User Insights Researcher, Product","San Francisco, CA",C,CA,
Microsoft,Program Manager 2- Speech Services,"Sunnyvale, CA",C,CA,
Incube Labs,Research Scientist,"San Jose, CA 95131 (North Valley area)",C,CA,
MindMeld,Machine Learning / NLP Engineer,"San Francisco, CA",C,CA,
Pinterest,Head of Partner Analytics,"San Francisco, CA 94103 (South Of Market area)",C,CA,
Amazon Corporate LLC,Machine Learning Scientist,"Palo Alto, CA",C,CA,
Elevate,Sr. Data Scientist,"San Diego, CA",C,CA,
Lyft Corporate,Data Scientist (All Levels),"San Francisco, CA",C,CA,
Amazon Corporate LLC,Software Development Engineer - AWS & Machine Learning,"Palo Alto, CA",C,CA,
All-In Analytics,Sr. Machine Learning Data Scientist,"San Francisco, CA",C,CA,135000.0
Third Eye Consulting Services & Solutions LLC.,Data Scientist,"San Francisco, CA",C,CA,
The Climate Corporation,Quantitative Researcher: Statistics (Seeds & Planting),"San Francisco, CA",C,CA,
Capital Group,Risk and Quantitative Solutions Analyst Senior,"Los Angeles, CA 90025",C,CA,
Netflix,Senior Data Scientist - Streaming Science & Algorithms,"Los Gatos, CA",C,CA,
InVitae,Production Bioinformatics Engineer,"San Francisco, CA 94107 (South Of Market area)",C,CA,
McKinsey & Company,"Junior Data Scientist, Marketing","San Francisco, CA",C,CA,
drawbridge,"Senior Data Scientist, Ad Team","San Mateo, CA 94403 (Sugerloaf area)",C,CA,
Netflix,Senior Data Scientist - Machine Learning Research,"Los Gatos, CA",C,CA,
Walmart eCommerce,Software Engineer III - Big Data,"San Bruno, CA 94066",C,CA,
Accenture,Lead Data Scientist,"San Diego, CA",C,CA,
Slalom Consulting,Quantitative Finance Analyst,"San Francisco, CA 94105 (Financial District area)",C,CA,
Apple,Software Engineer - Search,"Santa Clara Valley, CA",C,CA,
Lithium,Senior Data Platform Engineer - Personalization,"San Francisco, CA",C,CA,
Qeexo,Machine Learning Engineer,"Mountain View, CA 94043",C,CA,
SRI International,Postdoctoral Fellow or Research Scientist - Integrative Neuroscience,"Menlo Park, CA 94025",C,CA,
SAP,Senior Data Visualization Engineer Job,"Palo Alto, CA",C,CA,
YuMe,Sr. Data Scientist,"Redwood City, CA 94063",C,CA,
Sequenom,Bioinformatics Scientist / Senior Scientist,"San Diego, CA 92121",C,CA,
Intuit,Staff Data Engineer,"Mountain View, CA 94039",C,CA,
Stride Search,Machine Learning Scientist,"Sunnyvale, CA",C,CA,
"Aspera, an IBM Company","Software Engineer, (Build and Release - Deployment and Installers)","Emeryville, CA",C,CA,
"Illumina, Inc.",New Product Transfer Engineer / Scientist 2,"San Diego, CA",C,CA,
Uber,Data Scientist - Uber Everything,"San Francisco, CA 94103 (South Of Market area)",C,CA,
eBay,"Research Scientist, AI","San Francisco, CA",C,CA,
BioStaff Solutions,Principal Statistician,California,C,CA,
Primary Data,Senior Tools Developer,"Los Altos, CA 94022",C,CA,
Affirm,Machine Learning Engineer,"San Francisco, CA 94126 (Financial District area)",C,CA,
Clover Health,Data Engineer,"San Francisco, CA",C,CA,
Beepi,Lead Data Scientist - Pricing Team,"Mountain View, CA",C,CA,
Amgen,Principal Scientist-Clinical Pharmacology,"South San Francisco, CA 94080",C,CA,
TEEMA,Senior Product Manager - Disruptive ELearning Startup,"Los Angeles, CA",C,CA,140000.0
Nitto BioPharma Inc.,"Senior Scientist/Group Leader, Analytical - job code NBPI006","San Diego, CA",C,CA,
EMD,Principal Scientist,"Carlsbad, CA",C,CA,
"DNA Electronics, Inc.","Scientist II, IVD Assay & DNA Identification Development","Carlsbad, CA",C,CA,
"Rincon Consultants, Inc.",Greenhouse Gas Verifier,"San Luis Obispo, CA 93401",C,CA,
