,rating,tconst,title,year,cast1,cast2,cast3,cast4,director,genre1,genre2,plot,date,runtime,tagline,writers
86,7.8,tt0071230,Blazing Saddles,1974,Cleavon Little,Gene Wilder,Slim Pickens,Harvey Korman,Mel Brooks,Comedy,Western,"To ruin a western town, a corrupt political boss appoints a black sheriff, who promptly becomes his most formidable adversary.",1974-02-07,93,Mel Brooks and the West! Together for the last time!,Mel Brooks
87,7.2,tt0100935,Wild at Heart,1990,Nicolas Cage,Laura Dern,Willem Dafoe,J.E. Freeman,David Lynch,Comedy,Crime,Young lovers Sailor and Lula run from the variety of weirdos that Lula's mom has hired to kill Sailor.,1990-08-17,125,A film by David Lynch,Barry Gifford
88,7.7,tt0265086,Black Hawk Down,2001,Josh Hartnett,Ewan McGregor,Tom Sizemore,Eric Bana,Ridley Scott,Drama,History,123 elite U.S. soldiers drop into Somalia to capture two top lieutenants of a renegade warlord and find themselves in a desperate battle with a large force of heavily-armed Somalis.,2002-01-18,152,Rangers Lead the Way.,Mark Bowden
89,8.2,tt0077838,The Last Waltz,1978,Robbie Robertson,Muddy Waters,Neil Young,Van Morrison,Martin Scorsese,Documentary,Music,A film account and presentation of the final concert of The Band.,1978-04-26,117,It Started as a Concert. It Became a Celebration. [original theatrical],Mardik Martin
90,7.9,tt0097937,My Left Foot,1989,Daniel Day-Lewis,Brenda Fricker,Alison Whelan,Kirsten Sheridan,Jim Sheridan,Biography,Drama,"Christy Brown, born with cerebral palsy, learns to paint and write with his only controllable limb - his left foot.",1990-03-30,103,"A film about life, laughter, and the occasional miracle.",Shane Connaughton
91,7.7,tt0162222,Cast Away,2000,Tom Hanks,Helen Hunt,Paul Sanchez,Lari White,Robert Zemeckis,Adventure,Drama,A FedEx executive must transform himself physically and emotionally to survive a crash landing on a deserted island.,2000-12-22,143,"At the edge of the world, his journey begins.",William Broyles Jr.
92,6.8,tt0101516,Bugsy,1991,Warren Beatty,Annette Bening,Harvey Keitel,Ben Kingsley,Barry Levinson,Biography,Crime,The story of how Bugsy Siegel started Las Vegas.,1991-12-20,149,Glamour Was The Disguise.,James Toback
93,6.7,tt0195714,Final Destination,2000,Devon Sawa,Ali Larter,Kerr Smith,Kristen Cloke,James Wong,Horror,Thriller,"After a teenager has a terrifying vision of him and his friends dying in a plane crash, he prevents the accident only to have Death hunt them down, one by one.",2000-03-17,98,"Most people have dreams. For Alex, this is real.",Glen Morgan
94,7.2,tt1568911,War Horse,2011,Jeremy Irvine,Emily Watson,David Thewlis,Benedict Cumberbatch,Steven Spielberg,Drama,War,Young Albert enlists to serve in World War I after his beloved horse is sold to the cavalry. Albert's hopeful journey takes him out of England and to the front lines as the war rages on.,2011-12-25,146,Separated by war. Tested by battle. Bound by friendship.,Lee Hall
95,8.1,tt1392214,Prisoners,2013,Hugh Jackman,Jake Gyllenhaal,Viola Davis,Melissa Leo,Denis Villeneuve,Crime,Drama,"When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts. But just how far will this desperate father go to protect his family?",2013-09-20,153,Every moment matters,Aaron Guzikowski
96,8.0,tt0117666,Sling Blade,1996,Billy Bob Thornton,Dwight Yoakam,J.T. Walsh,John Ritter,Billy Bob Thornton,Drama,nan,"Karl Childers, a simple man hospitalized since his childhood murder of his mother and her lover, is released to start a new life in a small town.",1997-03-14,148,Sometimes a hero comes from the most unlikely place.,Billy Bob Thornton
97,8.1,tt0440963,The Bourne Ultimatum,2007,Matt Damon,Edgar Ramírez,Joan Allen,Julia Stiles,Paul Greengrass,Action,Mystery,Jason Bourne dodges a ruthless CIA official and his agents from a new assassination program while searching for the origins of his life as a trained killer.,2007-08-03,115,This Summer Jason Bourne Comes Home,Tony Gilroy
98,7.6,tt0117665,Sleepers,1996,Robert De Niro,Kevin Bacon,Brad Pitt,Jason Patric,Barry Levinson,Crime,Drama,"After a prank goes disastrously wrong, a group of boys are sent to a detention center where they are brutalized; over 10 years later, they get their chance for revenge.",1996-10-18,147,When friendship runs deeper than blood,Lorenzo Carcaterra
99,6.9,tt0104815,El Mariachi,1992,Carlos Gallardo,Consuelo Gómez,Jaime de Hoyos,Peter Marquardt,Robert Rodriguez,Action,Thriller,A traveling mariachi is mistaken for a murderous criminal and must hide from a gang bent on killing him.,1993-02-26,81,"With a guitar in his hand and a price on his head, he wasn't looking for trouble...but trouble came looking for him.",Robert Rodriguez
100,8.0,tt0310793,Bowling for Columbine,2002,Michael Moore,Charlton Heston,Marilyn Manson,Salvador Allende,Michael Moore,Documentary,Crime,Filmmaker Michael Moore explores the roots of America's predilection for gun violence.,2002-11-15,120,What a wonderful world.,Michael Moore
101,7.8,tt0099077,Awakenings,1990,Robert De Niro,Robin Williams,Julie Kavner,Ruth Nelson,Penny Marshall,Biography,Drama,"The victims of an encephalitis epidemic many years ago have been catatonic ever since, but now a new drug offers the prospect of reviving them.",1991-01-11,121,There is no such thing as a simple miracle.,Oliver Sacks
102,7.7,tt0070034,Enter the Dragon,1973,Bruce Lee,John Saxon,Jim Kelly,Ahna Capri,Robert Clouse,Action,Crime,A martial artist agrees to spy on a reclusive crime lord using his invitation to a tournament there as cover.,1973-08-19,99,The first American produced martial arts spectacular!,Michael Allin
103,7.3,tt1800241,American Hustle,2013,Christian Bale,Amy Adams,Bradley Cooper,Jennifer Lawrence,David O. Russell,Crime,Drama,"A con man, Irving Rosenfeld, along with his seductive partner Sydney Prosser, is forced to work for a wild FBI agent, Richie DiMaso, who pushes them into a world of Jersey powerbrokers and mafia.",2013-12-20,138,Everyone Hustles To Survive,Eric Warren Singer
104,6.7,tt1245492,This Is the End,2013,James Franco,Jonah Hill,Seth Rogen,Jay Baruchel,Evan Goldberg,Comedy,Fantasy,"While attending a party at James Franco's house, Seth Rogen, Jay Baruchel and many other celebrities are faced with the apocalypse.",2013-06-12,107,Ending Summer 2013,Seth Rogen
105,7.9,tt0498380,Letters from Iwo Jima,2006,Ken Watanabe,Kazunari Ninomiya,Tsuyoshi Ihara,Ryô Kase,Clint Eastwood,Drama,History,"The story of the battle of Iwo Jima between the United States and Imperial Japan during World War II, as told from the perspective of the Japanese who fought it.",2007-02-02,141,The battle of Iwo Jima seen through the eyes of the Japanese soldiers.,Iris Yamashita
106,7.0,tt0800369,Thor,2011,Chris Hemsworth,Anthony Hopkins,Natalie Portman,Tom Hiddleston,Kenneth Branagh,Action,Adventure,"The powerful but arrogant god Thor is cast out of Asgard to live amongst humans in Midgard (Earth), where he soon becomes one of their finest defenders.",2011-05-06,115,Two worlds. One hero.,Ashley Miller
107,8.3,tt0066921,A Clockwork Orange,1971,Malcolm McDowell,Patrick Magee,Michael Bates,Warren Clarke,Stanley Kubrick,Crime,Drama,"In future Britain, Alex DeLarge, a charismatic and psycopath delinquent, who likes to practice crimes and ultra-violence with his gang, is jailed and volunteers for an experimental aversion therapy developed by the government in an effort to solve society's crime problem - but not all goes according to plan.",1972-02-02,136,"Being the adventures of a young man ... who couldn't resist pretty girls ... or a bit of the old ultra-violence ... went to jail, was re-conditioned ... and came out a different young man ... or was he ?",Stanley Kubrick
108,8.0,tt3659388,The Martian,2015,Matt Damon,Jessica Chastain,Kristen Wiig,Kate Mara,Ridley Scott,Adventure,Drama,"An astronaut becomes stranded on Mars after his team assume him dead, and must rely on his ingenuity to find a way to signal to Earth that he is alive.",2015-10-02,144,Bring Him Home,Drew Goddard
109,8.6,tt0102926,The Silence of the Lambs,1991,Jodie Foster,Anthony Hopkins,Lawrence A. Bonney,Kasi Lemmons,Jonathan Demme,Crime,Drama,A young F.B.I. cadet must confide in an incarcerated and manipulative killer to receive his help on catching another serial killer who skins his victims.,1991-02-14,118,"Dr. Hannibal Lecter. Brilliant. Cunning. Psychotic. In his mind lies the clue to a ruthless killer. - Clarice Starling, FBI. Brilliant. Vulnerable. Alone. She must trust him to stop the killer.",Thomas Harris
110,6.8,tt0070328,Live and Let Die,1973,Roger Moore,Yaphet Kotto,Jane Seymour,Clifton James,Guy Hamilton,Action,Adventure,007 is sent to stop a diabolically brilliant heroin magnate armed with a complex organization and a reliable psychic tarot card reader.,1973-06-27,121,Roger Moo7re is James Bond,Tom Mankiewicz
111,7.7,tt0328107,Man on Fire,2004,Denzel Washington,Christopher Walken,Dakota Fanning,Radha Mitchell,Tony Scott,Action,Crime,"In Mexico City, a former assassin swears vengeance on those who committed an unspeakable act against the family he was hired to protect.",2004-04-23,146,Revenge is a meal best served cold,A.J. Quinnell
112,8.1,tt0032138,The Wizard of Oz,1939,Judy Garland,Frank Morgan,Ray Bolger,Bert Lahr,Victor Fleming,Adventure,Family,Dorothy Gale is swept away to a magical land in a tornado and embarks on a quest to see the Wizard who can help her return home.,1939-08-25,102,Mighty Miracle Show Of 1000 Delights !,Noel Langley
113,8.5,tt0043014,Sunset Blvd.,1950,William Holden,Gloria Swanson,Erich von Stroheim,Nancy Olson,Billy Wilder,Drama,Film-Noir,A hack screenwriter writes a screenplay for a former silent-film star who has faded into Hollywood obscurity.,1950-09-29,110,A Hollywood Story,Charles Brackett
114,7.6,tt0112384,Apollo 13,1995,Tom Hanks,Bill Paxton,Kevin Bacon,Gary Sinise,Ron Howard,Adventure,Drama,NASA must devise a strategy to return Apollo 13 to Earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy.,1995-06-30,140,"Houston, we have a problem.",Jim Lovell
115,7.6,tt0087469,Indiana Jones and the Temple of Doom,1984,Harrison Ford,Kate Capshaw,Jonathan Ke Quan,Amrish Puri,Steven Spielberg,Action,Adventure,"After arriving in India, Indiana Jones is asked by a desperate village to find a mystical stone. He agrees, and stumbles upon a secret cult plotting a terrible plan in the catacombs of an ancient palace.",1984-05-23,118,If adventure has a name... it must be Indiana Jones.,Willard Huyck
116,8.6,tt1424432,Senna,2010,Ayrton Senna,Alain Prost,Frank Williams,Ron Dennis,Asif Kapadia,Documentary,Biography,"A documentary on Brazilian Formula One racing driver Ayrton Senna, who won the F1 world championship three times before his death at age 34.",2010-10-08,106,The legend of the greatest driver who ever lived.,Manish Pandey
117,8.4,tt0180093,Requiem for a Dream,2000,Ellen Burstyn,Jared Leto,Jennifer Connelly,Marlon Wayans,Darren Aronofsky,Drama,nan,The drug-induced utopias of four Coney Island people are shattered when their addictions run deep.,2000-12-15,102,From the director of [Pi],Hubert Selby Jr.
118,6.9,tt0113161,Get Shorty,1995,Gene Hackman,Rene Russo,Danny DeVito,John Travolta,Barry Sonnenfeld,Comedy,Crime,A mobster travels to Hollywood to collect a debt and discovers that the movie business is much the same as his current job.,1995-10-20,105,Drug smuggling. Racketeering. Loan sharking. Welcome to Hollywood!,Elmore Leonard
119,8.1,tt0091763,Platoon,1986,Charlie Sheen,Tom Berenger,Willem Dafoe,Keith David,Oliver Stone,Drama,War,A young recruit in Vietnam faces a moral crisis when confronted with the horrors of war and the duality of man.,1987-02-06,120,The first casualty of war is innocence.,Oliver Stone
120,7.1,tt0296042,Ichi the Killer,2001,Tadanobu Asano,Nao Ohmori,Shin'ya Tsukamoto,Paulyn Sun,Takashi Miike,Action,Comedy,"As sadomasochistic yakuza enforcer Kakihara searches for his missing boss he comes across Ichi, a repressed and psychotic killer who may be able to inflict levels of pain that Kakihara has only dreamed of.",2002-07-25,117,"Ai wa, kanari itai. (Love really hurts.)",Sakichi Satô
121,7.3,tt1723811,Shame,2011,Michael Fassbender,Carey Mulligan,James Badge Dale,Lucy Walters,Steve McQueen,Drama,,"In New York City, Brandon's carefully cultivated private life - which allows him to indulge his sexual addiction - is disrupted when his sister arrives unannounced for an indefinite stay.",2011-12-07,101,,Steve McQueen
122,7.6,tt0079871,Scum,1979,Ray Winstone,Mick Ford,Julian Firth,John Blundell,Alan Clarke,Crime,Drama,"Uncompromising story of life in a Borstal prison, a British juvenile offender institution in the 70's",1979-09-28,98,Once the Vicious Scourge of the Streets ... Now Sadistic Animals of Borstal Prison!,Roy Minton
123,6.8,tt1704573,Bernie,2011,Jack Black,Shirley MacLaine,Matthew McConaughey,Brady Coleman,Richard Linklater,Comedy,Crime,"In small-town Texas, an affable mortician strikes up a friendship with a wealthy widow, though when she starts to become controlling, he goes to great lengths to separate himself from her grasp.",2012-06-22,104,A story so unbelievable it must be true.,Skip Hollandsworth
124,7.4,tt2567712,Starred Up,2013,Jack O'Connell,Ben Mendelsohn,Rupert Friend,Sam Spruell,David Mackenzie,Crime,Drama,Eric Love (O'Connell) is a 19 year old teenager who is so violent he has been 'Starred Up' (Moved to...,2014-03-21,106,We're all different on the inside,Jonathan Asser
125,7.2,tt1232829,21 Jump Street,2012,Jonah Hill,Channing Tatum,Ice Cube,Brie Larson,Phil Lord,Action,Comedy,A pair of underachieving cops are sent back to a local high school to blend in and bring down a synthetic drug ring.,2012-03-16,109,The only thing getting blown tonight is their cover.,Michael Bacall
126,7.6,tt0061852,The Jungle Book,1967,Phil Harris,Sebastian Cabot,Louis Prima,Bruce Reitherman,Wolfgang Reitherman,Animation,Adventure,Bagheera the Panther and Baloo the Bear have a difficult time trying to convince a boy to leave the jungle for human civilization.,1967-12-07,78,"Meet Mowgli, the man cub. Baloo thinks he'll make a darn good bear. Shere Khan thinks he'll make a darn good meal. [1978 re-release]",Larry Clemmons
127,8.1,tt3311384,The Class of 92,2013,David Beckham,Nicky Butt,Ryan Giggs,Gary Neville,Benjamin Turner,Documentary,Sport,"The Class of 92, a cinematic documentary detailing the rise to prominence and global sporting superstardom...",2013-11-29,99,The Players Who Inspired A Generation,nan
128,7.8,tt0058331,Mary Poppins,1964,Julie Andrews,Dick Van Dyke,David Tomlinson,Glynis Johns,Robert Stevenson,Comedy,Family,A magical nanny helps bring the two children she's in charge of closer to their father through songs and magical adventures.,1964-09-11,139,See It Again and Again with that Supercalifragilistic Music! [re-release Australia 1976],Bill Walsh
129,7.6,tt1189073,The Skin I Live In,2011,Antonio Banderas,Elena Anaya,Jan Cornet,Marisa Paredes,Pedro Almodóvar,Crime,Drama,"A brilliant plastic surgeon, haunted by past tragedies, creates a type of synthetic skin that withstands any kind of damage. His guinea pig: a mysterious and volatile woman who holds the key to his obsession.",2011-08-17,120,,Pedro Almodóvar
